id,x,y,cluster_id,text,
817351000000000000,23.69216728,-15.47829056,3,"being a movie star-and that was season 1 compared to season 14. Now compare him to my season 1. But who cares, he supported Kasich &amp, Hillary",
817375000000000000,-5.8223176,-12.49777508,3,"Anna Wintour came to my office at Trump Tower to ask me to meet with the editors of Conde Nast &amp, Steven Newhouse, a friend. Will go this AM.",
817413000000000000,7.353963852,-20.14297485,2,I am asking the chairs of the House and Senate committees to investigate top secret intelligence shared with NBC prior to me seeing it.,
817453000000000000,-16.91850853,17.29733276,2,Monitoring the terrible situation in Florida. Just spoke to Governor Scott. Thoughts and prayers for all. Stay safe!,
817523000000000000,-52.33670807,8.904409409,4,Happy Birthday @EricTrump!https://t.co/bJaEY7qFSn,
817580000000000000,15.11541176,-13.57996941,3,Gross negligence by the Democratic National Committee allowed hacking to take place.The Republican National Committee had strong defense!,
817701000000000000,7.480889797,-35.7003746,3,Intelligence stated very strongly there was absolutely no evidence that hacking affected the election results. Voting machines not touched!,
817703000000000000,7.455508709,-34.35704041,0,Only reason the hacking of the poorly defended DNC is discussed is that the loss by the Dems was so big that they are totally embarrassed!,
817748000000000000,40.55033112,-3.646440983,0,"""Having a good relationship with Russia is a good thing, not a bad thing. Only """"stupid"""" people, or fools, would think that it is bad! We.....""",
817750000000000000,25.96842575,-3.232892036,0,"have enough problems around the world without yet another one. When I am President, Russia will respect us far more than they do now and....",
817753000000000000,5.924127579,-5.952208519,2,"both countries will, perhaps, work together to solve some of the many great and pressing problems and issues of the WORLD!",
817882000000000000,7.389127731,23.00296021,3,"Congratulation to Jane Timken on her major upset victory in becoming the Ohio Republican Party Chair. Jane is a loyal Trump supporter &amp, star",
817916000000000000,-11.40179157,-12.26041508,3,"I look very much forward to meeting Prime Minister Theresa May in Washington in the Spring. Britain, a longtime U.S. ally, is very special!",
818134000000000000,-37.603302,12.95976353,1,"""""""@KellyannePolls: Welcome to President and Mrs. Bush.  https://t.co/I1K4nj1gVu"""" Very nice!""",
818135000000000000,36.44252777,-8.352253914,0,"""""""@FoxNews: """"We certainly don’t want intelligence interfering with politics and we don’t want politics interfe... https://t.co/bwDjEg1d7S""""""",
818137000000000000,-21.41723824,-16.99342918,3,Kellyanne Conway went to @MeetThePress this morning for an interview with @chucktodd. Dishonest media cut out 9 of her 10 minutes. Terrible!,
818169000000000000,32.94517517,-32.61687088,3,"Before I, or anyone, saw the classified and/or highly confidential hacking intelligence report, it was leaked out to @NBCNews. So serious!",
818308000000000000,23.1094532,-8.23385334,0,Dishonest media says Mexico won't be paying for the wall if they pay a little later so the wall can be built more quickly. Media is fake!,
818416000000000000,-9.279999733,-23.22358322,0,Rupert Murdoch is a great guy who likes me much better as a very successful candidate than he ever did as a very successful developer!,
818419000000000000,5.787534237,-23.30777359,3,"Meryl Streep, one of the most over-rated actresses in Hollywood, doesn't know me but attacked last night at the Golden Globes. She is a.....",
818421000000000000,33.28453064,-15.53028297,0,"""Hillary flunky who lost big. For the 100th time, I never """"mocked"""" a disabled reporter (would never do that) but simply showed him.......""",
818423000000000000,25.07414246,-11.91640759,0,"""""""groveling"""" when he totally changed a 16 year old story that he had written in order to make me look bad. Just more very dishonest media!""",
818461000000000000,-0.532404542,15.80211067,3,"It's finally happening - Fiat Chrysler just announced plans to invest $1BILLION in Michigan and Ohio plants, adding 2000 jobs. This after...",
818461000000000000,-0.426365674,16.12507057,3,"Ford said last week that it will expand in Michigan and U.S. instead of building a BILLION dollar plant in Mexico. Thank you Ford &amp, Fiat C!",
818586000000000000,-46.39783859,2.222695351,1,An old picture with Nancy and Ronald Reagan. https://t.co/8kvQ1PzPAf,
818644000000000000,-21.62199974,19.02923203,2,"Thank you to all of the men and women who protect &amp, serve our communities 24/7/365! #LawEnforcementAppreciationDay... https://t.co/aqUbDipSgv",
818841000000000000,-28.49429321,-24.41762733,1,'U.S. Small-Business Optimism Index Surges by Most Since 1980'https://t.co/X22x1BttdG,
818923000000000000,-18.48342514,37.22435379,1,'Small business optimism soars after Trump election' https://t.co/WjBaTp824U,
818948000000000000,-18.49834824,37.23202133,1,'Trump Helps Lift Small Business Confidence to 12-Yr. High'https://t.co/MhbABREhzt https://t.co/CWAvJ4fRdx,
818991000000000000,11.35711384,-42.11559677,3,FAKE NEWS - A TOTAL POLITICAL WITCH HUNT!,
819001000000000000,18.87553215,-29.38886452,1,'BuzzFeed Runs Unverifiable Trump-Russia Claims' #FakeNews https://t.co/d6daCFZHNh,
819155000000000000,17.20191574,-41.55994034,3,"""Russia just said the unverified report paid for by political opponents is """"A COMPLETE AND TOTAL FABRICATION, UTTER NONSENSE."""" Very unfair!""",
819160000000000000,42.03928757,-9.945863724,0,"Russia has never tried to use leverage over me. I HAVE NOTHING TO DO WITH RUSSIA - NO DEALS, NO LOANS, NO NOTHING!",
819163000000000000,10.63672352,-41.2970314,3,"""I win an election easily, a great """"movement"""" is verified, and crooked opponents try to belittle our victory with FAKE NEWS. A sorry state!""",
819164000000000000,12.97211933,-13.8492136,3,"""Intelligence agencies should never have allowed this fake news to """"leak"""" into the public. One last shot at me.Are we living in Nazi Germany?""",
819394000000000000,10.03365135,-7.781667709,0,We had a great News Conference at Trump Tower today. A couple of FAKE NEWS organizations were there but the people truly get what's going on,
819400000000000000,-31.57069016,18.56970596,1,"""""""@zhu_amy3: @realDonaldTrump It's Morning in America again!!!  ☀️☀️☀️Thank you President-Elect Donald Trump!!! So proud of you!!!!"""" THANKS!""",
819520000000000000,19.84949684,-26.04314995,3,"James Clapper called me yesterday to denounce the false and fictitious report that was illegally circulated. Made up, phony facts.Too bad!",
819542000000000000,-29.22234917,28.7944355,0,Thank you to Linda Bean of L.L.Bean for your great support and courage. People will support you even more now. Buy L.L.Bean. @LBPerfectMaine,
819550000000000000,14.6631546,-38.98299789,3,.@CNN is in a total meltdown with their FAKE NEWS because their ratings are tanking since election and their credibility will soon be gone!,
819600000000000000,-5.655100346,9.33646965,2,Congrats to the Senate for taking the first step to #RepealObamacare- now it's onto the House!,
819859000000000000,20.67502213,-5.988642216,0,"All of my Cabinet nominee are looking good and doing a great job. I want them to be themselves and express their own thoughts, not mine!",
819863000000000000,19.51964188,-26.89995956,3,It now turns out that the phony allegations against me were put together by my political opponents and a failed spy afraid of being sued....,
819864000000000000,23.26474762,-34.66904068,3,"Totally made up facts by sleazebag political operatives, both Democrats and Republicans - FAKE NEWS! Russia says nothing exists. Probably...",
819866000000000000,26.68552017,-39.48541641,0,"""released by """"Intelligence"""" even knowing there is no proof, and never will be. My people will have a full report on hacking within 90 days!""",
819867000000000000,43.39244843,-16.33713913,0,What are Hillary Clinton's people complaining about with respect to the F.B.I. Based on the information they had she should never.....,
819868000000000000,27.77413368,-13.28154755,0,have been allowed to run - guilty as hell. They were VERY nice to her. She lost because she campaigned in the wrong states - no enthusiasm!,
819870000000000000,19.07005501,10.09824657,0,"""The """"Unaffordable"""" Care Act will soon be history!""",
819963000000000000,-6.063253403,-7.325582981,3,"A beautiful funeral today for a real NYC hero, Detective Steven McDonald. Our law enforcement community has my complete and total support.",
820252000000000000,13.85169792,-7.943335056,0,"Congressman John Lewis should spend more time on fixing and helping his district, which is in horrible shape and falling apart (not to......",
820256000000000000,23.35605812,-29.55764198,3,"mention crime infested) rather than falsely complaining about the election results. All talk, talk, talk - no action or results. Sad!",
820258000000000000,18.02054977,-40.72976685,3,"""INTELLIGENCE INSIDERS NOW CLAIM THE TRUMP DOSSIER IS """"A COMPLETE FRAUD!""""  @OANN""",
820426000000000000,16.53846359,4.730237007,0,Congressman John Lewis should finally focus on the burning and crime infested inner-cities of the U.S. I can use all the help I can get!,
820450000000000000,6.597686291,-45.52568054,0,"Inauguration Day is turning out to be even bigger than expected. January 20th, Washington D.C. Have fun!",
820631000000000000,9.141345978,-15.87374401,2,"The Democrats are most angry that so many Obama Democrats voted for me. With all of the jobs I am bringing back to our Nation, that number..",
820632000000000000,32.6438179,6.930284977,0,"will only get higher. Car companies and others, if they want to do business in our country, have to start making things here again. WIN!",
820707000000000000,26.02371597,-5.374752522,0,"For many years our country has been divided, angry and untrusting. Many say it will never change, the hatred is too deep. IT WILL CHANGE!!!!",
820723000000000000,32.97608566,-12.1166296,0,"""Thank you to Bob Woodward who said, """"That is a garbage document...it never should have been presented...Trump's right to be upset (angry)...""",
820725000000000000,30.29509735,-20.23286057,0,"""about that...Those Intelligence chiefs made a mistake here, &amp, when people make mistakes, they should APOLOGIZE."""" Media should also apologize""",
820764000000000000,1.813391685,-24.84497452,3,".@NBCNews is bad but Saturday Night Live is the worst of NBC. Not funny, cast is terrible, always a complete hit job. Really bad television!",
820787000000000000,35.2988472,-14.39581585,3,""".@FoxNews """"Outgoing CIA Chief, John Brennan, blasts Pres-Elect Trump on Russia threat. Does not fully understand."""" Oh really, couldn't do...""",
820790000000000000,3.453567266,-38.03634262,3,"much worse - just look at Syria (red line), Crimea, Ukraine and the build-up of Russian nukes. Not good! Was this the leaker of Fake News?",
820993000000000000,-3.963024378,-11.96809101,2,Celebrate Martin Luther King Day and all of the many wonderful things that he stood for. Honor him for being the great man that he was!,
821171000000000000,28.00164986,-27.45508194,0,"""""""@levisteveholt: @realDonaldTrump I appreciate your use of Twitter to keep us informed and maintain transparency."""" Very dishonest media!""",
821173000000000000,-8.548623085,-14.87780762,0,"At 9:00 P.M. @CNN, of all places, is doing a Special Report on my daughter, Ivanka. Considering it is CNN, can't imagine it will be great!",
821177000000000000,-9.661129951,-25.53375053,3,"""""""@drgoodspine: @realDonaldTrump @Ivanka Trump is great, a woman with real character and class.""""""",
821343000000000000,0.611993551,-5.992690086,0,"People are pouring into Washington in record numbers. Bikers for Trump are on their way. It will be a great Thursday, Friday and Saturday!",
821344000000000000,39.82133102,-21.10685921,0,"The same people who did the phony election polls, and were so wrong, are now doing approval rating polls. They are rigged just like before.",
821364000000000000,-15.05273056,3.119639397,2,"With all of the jobs I am bringing back into the U.S. (even before taking office), with all of the new auto plants coming back into our.....",
821366000000000000,12.47411633,1.408832669,0,"""country and with the massive cost reductions I have negotiated on military purchases and more, I believe the people are seeing """"big stuff.""""""",
821368000000000000,32.27418518,-16.25011635,3,"""John Lewis said about my inauguration, """"It will be the first one that I've missed."""" WRONG (or lie)! He boycotted Bush 43 also because he...""",
821370000000000000,33.56738281,-13.74144459,0,"""""""thought it would be hypocritical to attend Bush's swearing-in....he doesn't believe Bush is the true elected president."""" Sound familiar! WP""",
821411000000000000,11.19132805,-38.54740143,3,"""""""How Trump Won--And How The Media Missed It"""" https://t.co/Hfab41h65X""",
821416000000000000,-0.201395094,22.01729393,2,Thank you to General Motors and Walmart for starting the big jobs push back into the U.S.!,
821687000000000000,-5.474969387,45.11222458,0,Will be interviewed by @ainsleyearhardt on @foxandfriends - Enjoy!,
821697000000000000,18.5391674,-26.93245697,3,"Totally biased @NBCNews went out of its way to say that the big announcement from Ford, G.M., Lockheed &amp, others that jobs are coming back...",
821700000000000000,23.46790886,-27.11520386,0,"to the U.S., but had nothing to do with TRUMP, is more FAKE NEWS. Ask top CEO's of those companies for real facts. Came back because of me!",
821704000000000000,-3.685519934,14.054039,3,"""""""Bayer AG has pledged to add U.S. jobs and investments after meeting with President-elect Donald Trump, the latest in a string..."""" @WSJ""",
821705000000000000,-0.336205184,-23.21696854,0,No wonder the Today Show on biased @NBC is doing so badly compared to its glorious past. Little credibility!,
821720000000000000,-23.16815948,0.785528481,2,.@TheAlabamaBand was great last night in D.C. playing for 147 Diplomats and Ambassadors from countries around the world. Thanks Alabama!,
821772000000000000,-28.67570305,1.626003385,1,"Writing my inaugural address at the Winter White House, Mar-a-Lago, three weeks ago. Looking forward to Friday.... https://t.co/J0ojOXjrga",
821845000000000000,-30.60206985,19.30963326,2,"Looking forward to a speedy recovery for George and Barbara Bush, both hospitalized. Thank you for your wonderful letter!",
821899000000000000,-37.07263184,16.75061035,1,Great seeing @TheLeeGreenwood  and Kimberly at this evenings VP dinner! #GodBlessTheUSA https://t.co/SxVmaWvOFT,
821931000000000000,-27.19167709,15.78403091,2,Thank you to our amazing Wounded Warriors for their service. It was an honor to be with them tonight in D.C.... https://t.co/Qj5cpfaykD,
822064000000000000,-4.895717621,-21.24843788,3,"""""""It wasn't Donald Trump that divided this country, this country has been divided for a long time!"""" Stated today by Reverend Franklin Graham.""",
822066000000000000,-0.360364705,27.41168976,0,"Getting ready to leave for Washington, D.C. The journey begins and I will be working and fighting very hard to make it a great journey for..",
822067000000000000,34.42892456,0.79444778,0,"the American people. I have no doubt that we will, together, MAKE AMERICA GREAT AGAIN!",
822175000000000000,-37.95731735,20.9900589,1,On my way! #Inauguration2017 https://t.co/hOuMbxGnpe,
822176000000000000,-45.65414047,21.96209145,1,Great Concert at 4:00 P.M. today at Lincoln Memorial. Enjoy!,
822177000000000000,-45.36545563,20.90350723,1,Join me at 4pm over at the Lincoln Memorial with my family!#Inauguration2017 https://t.co/GQeQpJOgWz,
822242000000000000,-32.38663101,24.31363106,0,"Thank you for joining us at the Lincoln Memorial tonight- a very special evening! Together, we are going to MAKE AM... https://t.co/OSxa3BamHs",
822299000000000000,-33.76550293,27.19776154,5,"Thank you for a wonderful evening in Washington, D.C. #Inauguration https://t.co/a6xpFQTHj5",
822421000000000000,18.62215805,29.99881554,0,It all begins today! I will see you at 11:00 A.M. for the swearing-in. THE MOVEMENT CONTINUES - THE WORK BEGINS!,
822502000000000000,33.83042145,15.14507198,0,"Today we are not merely transferring power from one Administration to another, or from one party to another – but we are transferring...",
822502000000000000,0.739196062,22.44980049,2,"power from Washington, D.C. and giving it back to you, the American People. #InaugurationDay",
822502000000000000,12.36056042,-33.46544266,0,"What truly matters is not which party controls our government, but whether our government is controlled by the people.",
822502000000000000,-6.315038681,-30.27698898,2,"January 20th 2017, will be remembered as the day the people became the rulers of this nation again.",
822502000000000000,18.01067352,26.39271736,0,"The forgotten men and women of our country will be forgotten no longer. From this moment on, it’s going to be #AmericaFirst🇺🇸",
822503000000000000,23.95441818,25.01705933,0,We will bring back our jobs. We will bring back our borders. We will bring back our wealth - and we will bring back our dreams!,
822503000000000000,-12.64268589,30.73374557,1,"We will follow two simple rules: BUY AMERICAN &amp, HIRE AMERICAN!#InaugurationDay #MAGA🇺🇸",
822504000000000000,40.46113205,0.829733372,0,It is time to remember that...https://t.co/ZKyOiOor62,
822504000000000000,-10.38491821,3.451056719,2,"So to all Americans, in every city near and far, small and large, from mountain to mountain...https://t.co/cZKkrGXLSi",
822507000000000000,-40.90758133,13.73346519,1,TO ALL AMERICANS🇺🇸https://t.co/D7Es6ie4fY,
822669000000000000,-33.66775894,27.43705559,5,"THANK YOU for another wonderful evening in Washington, D.C. TOGETHER, we will MAKE AMERICA GREAT AGAIN🇺🇸 https://t.co/V3aoj9RUh4",
822774000000000000,-15.87937355,-10.37560654,2,A fantastic day and evening in Washington D.C.Thank you to @FoxNews and so many other news outlets for the GREAT reviews of the speech!,
823147000000000000,-20.63150406,-7.626032829,3,"Had a great meeting at CIA Headquarters yesterday, packed house, paid great respect to Wall, long standing ovations, amazing people. WIN!",
823150000000000000,39.12064743,-20.11814499,0,Watched protests yesterday but was under the impression that we just had an election! Why didn't these people vote? Celebs hurt cause badly.,
823151000000000000,-20.8431263,-19.58655739,3,"Wow, television ratings just out: 31 million people watched the Inauguration, 11 million more than the very good ratings from 4 years ago!",
823174000000000000,15.54283333,-11.4797678,0,"Peaceful protests are a hallmark of our democracy. Even if I don't always agree, I recognize the rights of people to express their views.",
823495000000000000,-10.08563614,-7.313333035,2,Busy week planned with a heavy focus on jobs and national security. Top executives coming in at 9:00 A.M. to talk manufacturing in America.,
823851000000000000,-0.668161929,19.64549446,2,Will be meeting at 9:00 with top automobile executives concerning jobs in America. I want new plants to be built here for cars sold here!,
823938000000000000,-9.505651474,36.46878815,3,A photo delivered yesterday that will be displayed in the upper/lower press hall. Thank you Abbas! https://t.co/Uzp0ivvRp0,
823939000000000000,-32.1949234,2.232241869,2,"Great meeting with automobile industry leaders at the @WhiteHouse this morning. Together, we will #MAGA! https://t.co/OXdiLOkGsZ",
823951000000000000,-20.19336319,5.456511974,2,Signing orders to move forward with the construction of the Keystone XL and Dakota Access pipelines in the Oval Off... https://t.co/aOxmfO0vOK,
824056000000000000,-45.0929451,3.350028276,1,Great meeting with Ford CEO Mark Fields and General Motors CEO Mary Barra at the @WhiteHouse today. https://t.co/T0eIgO6LP8,
824078000000000000,18.91708946,-33.80944443,3,Congratulations to @FoxNews for being number one in inauguration ratings. They were many times higher than FAKE NEWS @CNN - public is smart!,
824081000000000000,3.007172585,17.63796234,3,"""If Chicago doesn't fix the horrible """"carnage"""" going on, 228 shootings in 2017 with 42 killings (up 24% from 2016), I will send in the Feds!""",
824084000000000000,-1.62095511,-3.773122549,2,"Big day planned on NATIONAL SECURITY tomorrow. Among many other things, we will build the wall!",
824228000000000000,16.59876633,6.86188364,0,"I will be asking for a major investigation into VOTER FRAUD, including those registered to vote in two states, those who are illegal and....",
824229000000000000,16.51125526,6.881519318,0,"even, those registered to vote who are dead (and many for a long time). Depending on results, we will strengthen up voting procedures!",
824230000000000000,-3.843514204,38.07765961,0,I will be making my Supreme Court pick on Thursday of next week.Thank you!,
824378000000000000,-8.754365921,43.93769073,1,I will be interviewed by @DavidMuir tonight at 10 o'clock on @ABC. Will be my first interview from the White House.... https://t.co/4zuOrRdcoc,
824407000000000000,-20.88742638,3.743383408,2,"Beginning today, the United States of America gets back control of its borders. Full speech from today @DHSgov:... https://t.co/8aDaHsAhg9",
824440000000000000,-9.673585892,11.75442886,2,"As your President, I have no higher duty than to protect the lives of the American people. https://t.co/o7YNUNwb8f",
824448000000000000,-42.61503601,14.79191113,1,"""""""@romoabcnews: .@DavidMuir first @POTUS interview since taking office.  Tonight on @ABCWorldNews @ABC2020 tonight. https://t.co/I4Vz1mRdBK""""""",
824449000000000000,-21.04608727,-16.70835686,1,Interview with David Muir of @ABC News in 10 minutes. Enjoy!,
824574000000000000,23.6664772,-13.70448971,3,"Ungrateful TRAITOR Chelsea Manning, who should never have been released from prison, is now calling President Obama a weak leader. Terrible!",
824616000000000000,2.800115585,-4.537380695,3,The U.S. has a 60 billion dollar trade deficit with Mexico. It has been a one-sided deal from the beginning of NAFTA with massive numbers...,
824617000000000000,22.8295002,10.48978043,0,"of jobs and companies lost. If Mexico is unwilling to pay for the badly needed wall, then it would be better to cancel the upcoming meeting.",
824697000000000000,-48.75172043,4.634336472,1,"Spoke at the Congressional @GOP Retreat in Philadelphia, PA. this afternoon w/ @VP, @SenMajLeader, @SpeakerRyan. Th... https://t.co/s4sTbSyBSR",
824699000000000000,-48.75884628,4.640114784,1,"Spoke at the Congressional @GOP Retreat in Philadelphia, PA. this afternoon w/ @VP, @SenateMajLdr, @SpeakerRyan. Th... https://t.co/ALSADGrwoe",
824765000000000000,-8.278167725,45.82381821,1,Will be interviewed by @SeanHannity on @FoxNews at 10:00pm tonight. Enjoy!,
824767000000000000,-7.008982182,10.57063866,1,Miami-Dade Mayor drops sanctuary policy. Right decision. Strong! https://t.co/MtPvaDC4jM,
824968000000000000,23.76370049,4.166214466,0,"Look forward to seeing final results of VoteStand. Gregg Phillips and crew say at least 3,000,000 votes were illegal. We must do better!",
824970000000000000,4.429391861,-3.906258583,0,"Mexico has taken advantage of the U.S. for long enough. Massive trade deficits &amp, little help on the very weak border must change, NOW!",
825017000000000000,-25.44190598,26.70072937,0,The #MarchForLife is so important. To all of you marching --- you have my full support!,
825018000000000000,-11.548316,35.85360718,0,.@VP Mike Pence will be speaking at today's #MarchForLife -- You have our full support! https://t.co/1jb53SEGV4,
825076000000000000,-38.54958725,4.638553619,1,Statement on International Holocaust Remembrance Day: https://t.co/KjU0MOxCHk,
825101000000000000,-48.80648804,7.881430626,1,Congratulations Secretary Mattis! https://t.co/mkuhbegzqS,
825128000000000000,30.5513916,23.00746918,0,I promise that our administration will ALWAYS have your back. We will ALWAYS be with you! https://t.co/D0aOWhOH4X,
825329000000000000,6.215361118,-28.62321472,3,"The failing @nytimes has been wrong about me from the very beginning. Said I would lose the primaries, then the general election. FAKE NEWS!",
825330000000000000,6.109098434,-29.71328735,0,Thr coverage about me in the @nytimes and the @washingtonpost gas been so false and angry that the times actually apologized to its.....,
825332000000000000,25.89873314,-6.025453568,0,"...dwindling subscribers and readers.They got me wrong right from the beginning and still have not changed course, and never will. DISHONEST",
825369000000000000,-26.55496025,5.850570202,1,"Today, we remember the crew of the Space Shuttle Challenger, 31 years later. #NeverForget https://t.co/OhshQsFRfl",
825476000000000000,-8.198409081,44.83219528,1,I will be interviewed by @TheBrodyFile on @CBNNews tonight at 11pm. Enjoy!,
825690000000000000,16.15539932,3.405477524,0,Somebody with aptitude and conviction should buy the FAKE NEWS and failing @nytimes and either run it correctly or let it fold with dignity!,
825692000000000000,-3.74963212,-39.18392181,0,"Our country needs strong borders and extreme vetting, NOW. Look what is happening all over Europe and, indeed, the world - a horrible mess!",
825721000000000000,19.48269653,-0.068169929,0,Christians in the Middle-East have been executed in large numbers. We cannot allow this horror to continue!,
825822000000000000,11.97812843,-16.58521843,3,"The joint statement of former presidential candidates John McCain &amp, Lindsey Graham is wrong - they are sadly weak on immigration. The two...",
825823000000000000,9.307094574,15.98319626,2,"...Senators should focus their energies on ISIS, illegal immigration and border security instead of always looking to start World War III.",
825848000000000000,-41.40731812,-7.762276649,1,Statement Regarding Recent Executive Order Concerning Extreme Vetting: https://t.co/f6JO60I0Ul,
