id,x,y,cluster_id,text
1.08173E+18,6.923281193,-46.75077438,5,"“The number of employed Americans has now set a 14th record under President Trump. Over the year, average hourly earnings have increased by 84 cents, or 3.2%. Participation Rate hits Trump-Era High.” CNS NEWS.  And we will do even better with new trade deals and all else!"
1.08173E+18,-17.75787926,-41.99856567,8,"AP-NORC POLL: “Immigration among the top concerns in 2019.” People want to stop drugs and criminals at the Border. Want Border Security! Tell the Dems to do the inevitable now, rather than later. The wait is costly and dangerous!"
1.08173E+18,24.30211067,17.23300171,5,Will be going to Camp David tomorrow morning for meetings on Border Security and many other topics with @WhiteHouse senior staff.
1.08174E+18,69.05513,-6.480422974,1,https://t.co/iSFAokoIP7
1.08188E+18,-5.97400856,14.00468159,2,"“We simply cannot allow people to pour into the United States undetected, undocumented, unchecked...” Barrack Obama, 2005. I voted, when I was a Senator, to build a barrier to try to prevent illegal immigrants from coming in...” Hillary Clinton, 2015."
1.08189E+18,-15.09394073,-40.47991562,8,"....The only reason they do not want to build a Wall is that Walls Work! 99% of our illegal Border crossings will end, crime in our Country will go way down and we will save billions of dollars a year! A properly planned and constructed Wall will pay for itself many times a year!"
1.08193E+18,26.34986877,21.34636307,5,Excited to see our friends in Egypt opening the biggest Cathedral in the Middle East. President El-Sisi is moving his country to a more inclusive future!
1.08194E+18,26.41571808,-32.61032486,5,"Our GREAT MILITARY has delivered justice for the heroes lost and wounded in the cowardly attack on the USS Cole. We have just killed the leader of that attack, Jamal al-Badawi. Our work against al Qaeda continues. We will never stop in our fight against Radical Islamic Terrorism!"
1.08203E+18,10.96641731,7.63365221,5,"V.P. Mike Pence and group had a productive meeting with the Schumer/Pelosi representatives today. Many details of Border Security were discussed. We are now planning a Steel Barrier rather than concrete. It is both stronger &amp, less obtrusive. Good solution, and made in the U.S.A."
1.08226E+18,-0.819006383,-24.20655823,5,"With all of the success that our Country is having, including the just released jobs numbers which are off the charts, the Fake News &amp, totally dishonest Media concerning me and my presidency has never been worse. Many have become crazed lunatics who have given up on the TRUTH!..."
1.08226E+18,-5.801349163,-20.28956985,8,"...The Fake News will knowingly lie and demean in order make the tremendous success of the Trump Administration, and me, look as bad as possible. They use non-existent sources &amp, write stories that are total fiction. Our Country is doing so well, yet this is a sad day in America!"
1.08227E+18,15.05630684,-27.41891289,5,....The Fake News Media in our Country is the real Opposition Party. It is truly the Enemy of the People! We must bring honesty back to journalism and reporting!
1.08227E+18,-2.948318243,-3.968619108,2,"Congressman Adam Smith, the new Chairman of the House Armed Services Committee, just stated, “Yes, there is a provision in law that says a president can declare an emergency. It’s been done a number of times.” No doubt, but let’s get our deal done in Congress!"
1.08229E+18,-12.43335724,-16.5919342,8,"The Failing New York Times has knowingly written a very inaccurate story on my intentions on Syria. No different from my original statements, we will be leaving at a proper pace while at the same time continuing to fight ISIS and doing all else that is prudent and necessary!....."
1.08235E+18,33.59656143,24.74663353,5,I am pleased to inform you that I will Address the Nation on the Humanitarian and National Security crisis on our Southern Border. Tuesday night at 9:00 P.M. Eastern.
1.08248E+18,-31.19591141,-23.57183647,8,"Endless Wars, especially those which are fought out of judgement mistakes that were made many years ago, &amp, those where we are getting little financial or military help from the rich countries that so greatly benefit from what we are doing, will eventually come to a glorious end!"
1.08262E+18,-40.9795723,-28.35685539,8,"Economic numbers looking REALLY good. Can you imagine if I had long term ZERO interest rates to play with like the past administration, rather than the rapidly raised normalized rates we have today. That would have been SO EASY! Still, markets up BIG since 2016 Election!"
1.08263E+18,-24.90250587,-45.13147736,5,"“The President is the biggest and best supporter of the Steel Industry in many years. We are now doing really well. The Tariffs let us compete. Was unfair that the Steel Industry lost its jobs to unfair trade laws. Very positive outcome.” Mark Glyptis, United Steelworkers"
1.08263E+18,-53.43501663,-13.63469219,8,Talks with China are going very well!
1.08265E+18,8.207914352,43.76378632,5,"Congratulations to a truly great football team, the Clemson Tigers, on an incredible win last night against a powerful Alabama team. A big win also for the Great State of South Carolina. Look forward to seeing the team, and their brilliant coach, for the second time at the W.H."
1.08282E+18,72.23171997,-5.252275467,1,https://t.co/Ft6FqQmYfI
1.08286E+18,-9.357949257,39.07751465,4,Thank you for soooo many nice comments regarding my Oval Office speech. A very interesting experience!
1.083E+18,-7.587506294,-37.21163559,5,"Our Country is doing so well in so many ways. Great jobs numbers, with a record setting December. We are rebuilding our military. Vets finally have Choice &amp, Accountability. Economy &amp, GDP are strong. Tax &amp, Reg cuts historic. Trade deals great. But we MUST fix our Southern Border!"
1.08301E+18,-33.35469437,-32.04347992,8,"Billions of dollars are sent to the State of California for Forrest fires that, with proper Forrest Management, would never happen. Unless they get their act together, which is unlikely, I have ordered FEMA to send no more money. It is a disgraceful situation in lives &amp, money!"
1.08302E+18,-33.3590126,-32.03145218,8,"Billions of dollars are sent to the State of California for Forest fires that, with proper Forest Management, would never happen. Unless they get their act together, which is unlikely, I have ordered FEMA to send no more money. It is a disgraceful situation in lives &amp, money!"
1.08308E+18,7.894388676,25.12420082,5,"Thank you to all of America's brave police, deputies, sheriffs, and federal law enforcement on National Law Enforcement Appreciation Day! We love you and will always support you. https://t.co/kGL6kPmpDY"
1.0831E+18,-27.70037079,6.821777344,8,"Just left a meeting with Chuck and Nancy, a total waste of time. I asked what is going to happen in 30 days if I quickly open things up, are you going to approve Border Security which includes a Wall or Steel Barrier? Nancy said, NO. I said bye-bye, nothing else works!"
1.08321E+18,-2.812537909,-18.24710464,8,"The Mainstream Media has NEVER been more dishonest than it is now. NBC and MSNBC are going Crazy. They report stories, purposely, the exact opposite of the facts. They are truly the Opposition Party working with the Dems. May even be worse than Fake News CNN, if that is possible!"
1.08321E+18,-0.114672296,-20.97055054,2,"Gave an OFF THE RECORD luncheon, somewhat of a White House tradition or custom, to network anchors yesterday - and they quickly leaked the contents of the meeting. Who would believe how bad it has gotten with the mainstream media, which has gone totally bonkers!"
1.08321E+18,12.75349426,31.07019806,0,RT @parscale: Just received my newest voter score tracking from my team. @realDonaldTrump has reached his highest national approval rating...
1.08335E+18,-16.94133186,10.67805862,2,"Cryin Chuck told his favorite lie when he used his standard sound bite that I “slammed the table &amp, walked out of the room. He had a temper tantrum.” Because I knew he would say that, and after Nancy said no to proper Border Security, I politely said bye-bye and left, no slamming!"
1.08336E+18,9.651003838,-19.57816315,5,"There is GREAT unity with the Republicans in the House and Senate, despite the Fake News Media working in overdrive to make the story look otherwise. The Opposition Party &amp, the Dems know we must have Strong Border Security, but don’t want to give “Trump” another one of many wins!"
1.08336E+18,-35.4954834,21.07369804,8,“Great support for Border Security and the Wall.” @foxandfriends  Even greater than anyone would know! “Presidents supporters do not want him to cave.” @SteveDoocy I won’t!
1.08336E+18,11.05332661,22.1958828,5,Getting ready to leave for the Great State of Texas! #MAGA
1.08336E+18,-12.76915836,57.662117,4,MAKE AMERICA GREAT AGAIN!
1.0834E+18,-10.24860191,45.23347855,4,"President Obama, thank you for your great support – I have been saying this all along! https://t.co/L506g9Aq4z"
1.08343E+18,13.63045216,19.41811943,5,"Because of the Democrats intransigence on Border Security and the great importance of Safety for our Nation, I am respectfully cancelling my very important trip to Davos, Switzerland for the World Economic Forum. My warmest regards and apologies to the @WEF!"
1.08349E+18,39.59810638,-22.17178154,0,From the Southern Border.... https://t.co/Vgsf5nEZUH
1.08353E+18,25.09856987,63.50967407,7,Dear Diary... https://t.co/NAuMaQW6fl
1.08354E+18,16.32638741,51.12639999,5,Will be interviewed at the Border by @seanhannity on @FoxNews tonight at 9:00. Enjoy!
1.08355E+18,-15.24233437,-41.40722275,8,"We lose 300 Americans a week, 90% of which comes through the Southern Border. These numbers will be DRASTICALLY REDUCED if we have a Wall!"
1.08355E+18,24.84929848,-21.62117958,5,When I took the Oath of Office.... https://t.co/GDhIqteKpv
1.0837E+18,-23.59658432,-45.84199905,8,"I often said during rallies, with little variation, that “Mexico will pay for the Wall.” We have just signed a great new Trade Deal with Mexico. It is Billions of Dollars a year better than the very bad NAFTA deal which it replaces. The difference pays for Wall many times over!"
1.08371E+18,-30.7450428,-35.20124054,8,"H1-B holders in the United States can rest assured that changes are soon coming which will bring both simplicity and certainty to your stay, including a potential path to citizenship. We want to encourage talented and highly skilled people to pursue career options in the U.S."
1.08376E+18,-25.70745468,12.06341839,8,"Humanitarian Crisis at our Southern Border. I just got back and it is a far worse situation than almost anyone would understand, an invasion! I have been there numerous times - The Democrats, Cryin’ Chuck and Nancy don’t know how bad and dangerous it is for our ENTIRE COUNTRY...."
1.08376E+18,-41.94314194,-18.26317596,8,"...The Steel Barrier, or Wall, should have been built by previous administrations long ago. They never got it done - I will. Without it, our Country cannot be safe. Criminals, Gangs, Human Traffickers, Drugs &amp, so much other big trouble can easily pour in. It can be stopped cold!"
1.08378E+18,-7.125689983,-52.16084671,5,"The Fake News Media keeps saying we haven’t built any NEW WALL. Below is a section just completed on the Border. Anti-climbing feature included. Very high, strong and beautiful! Also, many miles already renovated and in service! https://t.co/UAAGXl5Byr"
1.08386E+18,19.22499657,34.26333618,5,"I look forward to hosting, right out of the great State of South Carolina, the 2019 NCAA Football Champion Clemson Tigers at the White House on Monday, January 14th. What a game, what a coach, what a team!"
1.08387E+18,-31.09960556,-51.11632919,5,"Drug prices declined in 2018, the first time in nearly half a century. During the first 19 months of my Administration, Americans saved $26 Billion on prescription drugs. Our policies to get cheaper generic drugs to market are working!"
1.08387E+18,7.733681202,-9.181433678,2,".@CNN called a San Diego news station (@KUSINews) for negative reports on the Wall. When the station said that Walls work, CNN no longer had interest. #FakeNews https://t.co/IDyXqmDsPq"
1.08406E+18,9.437828064,0.278126866,2,"Wow, just learned in the Failing New York Times that the corrupt former leaders of the FBI, almost all fired or forced to leave the agency for some very bad reasons, opened up an investigation on me, for no reason &amp, with no proof, after I fired Lyin’ James Comey, a total sleaze!"
1.08406E+18,-13.11409187,11.27385998,2,"...Funny thing about James Comey. Everybody wanted him fired, Republican and Democrat alike. After the rigged &amp, botched Crooked Hillary investigation, where she was interviewed on July 4th Weekend, not recorded or sworn in, and where she said she didn’t know anything (a lie),...."
1.08407E+18,20.17193985,-1.73180604,2,....the FBI was in complete turmoil (see N.Y. Post) because of Comey’s poor leadership and the way he handled the Clinton mess (not to mention his usurpation of powers from the Justice Department). My firing of James Comey was a great day for America. He was a Crooked Cop......
1.08407E+18,23.26395988,-3.109725237,2,".....who is being totally protected by his best friend, Bob Mueller, &amp, the 13 Angry Democrats - leaking machines who have NO interest in going after the Real Collusion (and much more) by Crooked Hillary Clinton, her Campaign, and the Democratic National Committee. Just Watch!"
1.08407E+18,-37.00590134,8.467103958,8,"I have been FAR tougher on Russia than Obama, Bush or Clinton. Maybe tougher than any other President. At the same time, &amp, as I have often said, getting along with Russia is a good thing, not a bad thing. I fully expect that someday we will have good relations with Russia again!"
1.08409E+18,18.72366905,-1.486377239,2,"Lyin’ James Comey, Andrew McCabe, Peter S and his lover, agent Lisa Page, &amp, more, all disgraced and/or fired and caught in the act. These are just some of the losers that tried to do a number on your President. Part of the Witch Hunt. Remember the “insurance policy?” This is it!"
1.08409E+18,-16.9242363,-40.08304977,5,"Democrats should come back to Washington and work to end the Shutdown, while at the same time ending the horrible humanitarian crisis at our Southern Border. I am in the White House waiting for you!"
1.0841E+18,1.885583162,-54.04095078,5,"23% of Federal inmates are illegal immigrants. Border arrests are up 240%. In the Great State of Texas, between 2011 &amp, 2018, there were a total of 292,000 crimes by illegal aliens, 539 murders, 32,000 assaults, 3,426 sexual assaults and 3000 weapons charges. Democrats come back!"
1.0841E+18,-4.715512276,14.82934666,8,Democrats could solve the Shutdown in 15 minutes! Call your Dem Senator or Congresswoman/man. Tell them to get it done! Humanitarian Crisis.
1.08412E+18,-8.474384308,-5.542986393,2,"I just watched a Fake reporter from the Amazon Washington Post say the White House is “chaotic, there does not seem to be a strategy for this Shutdown. There is no plan.” The Fakes always like talking Chaos, there is NONE. In fact, there’s almost nobody in the W.H. but me, and..."
1.08412E+18,-24.96468163,-0.379655033,8,"....I do have a plan on the Shutdown. But to understand that plan you would have to understand the fact that I won the election, and I promised safety and security for the American people. Part of that promise was a Wall at the Southern Border. Elections have consequences!"
1.08412E+18,-16.89006424,-40.05963516,8,We have a massive Humanitarian Crisis at our Southern Border. We will be out for a long time unless the Democrats come back from their “vacations” and get back to work. I am in the White House ready to sign!
1.08415E+18,72.23171997,-5.252275467,1,https://t.co/3IH1yW2eTg
1.08426E+18,17.14702988,46.57123184,5,I will be interviewed by Jeanine Pirro at 9:00 P.M. on @FoxNews. Watch @JesseBWatters before and @greggutfeld after. All terrific people. I am in the White House waiting for Cryin’ Chuck and Nancy to call so we can start helping our Country both at the Border and from within!
1.08446E+18,-36.09362793,-5.939062595,8,"Democrats are saying that DACA is not worth it and don’t want to include in talks. Many Hispanics will be coming over to the Republican side, watch!"
1.08447E+18,14.08111095,-32.0405426,5,The building of the Wall on the Southern Border will bring down the crime rate throughout the entire Country!
1.08447E+18,-27.24038315,-20.64227104,8,"I’m in the White House, waiting. The Democrats are everywhere but Washington as people await their pay. They are having fun and not even talking!"
1.08447E+18,-40.47357178,-17.98252869,8,"The damage done to our Country from a badly broken Border - Drugs, Crime and so much that is bad - is far greater than a Shutdown, which the Dems can easily fix as soon as they come back to Washington!"
1.08448E+18,-12.69923306,-46.26420593,5,"Thousands of illegal aliens who have committed sexual crimes against children are right now in Texas prisons. Most came through our Southern Border. We can end this easily - We need a Steel Barrier or Wall. Walls Work! John Jones, Texas Department of Public Safety.  @FoxNews"
1.08457E+18,10.29734993,25.69776535,5,"Wish I could share with everyone the beauty and majesty of being in the White House and looking outside at the snow filled lawns and Rose Garden. Really is something - SPECIAL COUNTRY, SPECIAL PLACE!"
1.08458E+18,-13.53277969,-40.50897217,5,"Starting the long overdue pullout from Syria while hitting the little remaining ISIS territorial caliphate hard, and from many directions. Will attack again from existing nearby base if it reforms. Will devastate Turkey economically if they hit Kurds. Create 20 mile safe zone...."
1.08459E+18,-16.67009354,-34.12563705,8,"....Likewise, do not want the Kurds to provoke Turkey. Russia, Iran and Syria have been the biggest beneficiaries of the long term U.S. policy of destroying ISIS in Syria - natural enemies. We also benefit but it is now time to bring our troops back home. Stop the ENDLESS WARS!"
1.08463E+18,5.211838722,-8.503278732,2,"So sorry to hear the news about Jeff Bozo being taken down by a competitor whose reporting, I understand, is far more accurate than the reporting in his lobbyist newspaper, the Amazon Washington Post. Hopefully the paper will soon be placed in better &amp, more responsible hands!"
1.08463E+18,8.187754631,11.45788765,2,"If Elizabeth Warren, often referred to by me as Pocahontas did this commercial from Bighorn or Wounded Knee instead of her kitchen, with her husband dressed in full Indian garb, it would have been a smash! https://t.co/paf1CvesBa"
1.08464E+18,8.187754631,11.45788765,2,"If Elizabeth Warren, often referred to by me as Pocahontas, did this commercial from Bighorn or Wounded Knee instead of her kitchen, with her husband dressed in full Indian garb, it would have been a smash! https://t.co/D5KWr8EPan"
1.08465E+18,1.78735435,24.91088486,2,"Best line in the Elizabeth Warren beer catastrophe is, to her husband, “Thank you for being here. I’m glad you’re here” It’s their house, he’s supposed to be there!"
1.08465E+18,1.895193338,-54.03696442,5,"The Trump portrait of an unsustainable Border Crisis is dead on. “In the last two years, ICE officers made 266,000 arrests of aliens with Criminal Records, including those charged or convicted of 100,000 assaults, 30,000 sex crimes &amp, 4000 violent killings.” America’s Southern...."
1.08465E+18,-18.1431675,-38.35856247,8,"....Border is eventually going to be militarized and defended or the United States, as we have known it, is going to cease to exist...And Americans will not go gentle into that good night. Patrick Buchanan.  The great people of our Country demand proper Border Security NOW!"
1.08479E+18,-18.67799187,-14.34042263,2,"“Gas prices drop across the United States because President Trump has deregulated Energy and we are now  producing a great deal more oil than ever before.” @foxandfriends  But this is bad news for Russia, why would President Trump do such a thing? Thought he worked for Kremlin?"
1.08479E+18,-34.91648102,-15.2345047,8,I’ve been waiting all weekend. Democrats must get to work now. Border must be secured!
1.08479E+18,9.511603355,-28.78422928,5,"Nancy and Cryin’ Chuck can end the Shutdown in 15 minutes. At this point it has become their, and the Democrats, fault!"
1.08479E+18,-13.66801262,40.03220749,5,"Getting ready to address the Farm Convention today in Nashville, Tennessee. Love our farmers, love Tennessee - a great combination! See you in a little while."
1.08479E+18,26.17284775,27.50906181,0,“Dems in Puerto Rico as Shutdown hits day 24.” @foxandfriends
1.08481E+18,-22.51684761,-28.77518272,8,"The Fake News gets crazier and more dishonest every single day. Amazing to watch as certain people covering me, and the tremendous success of this administration, have truly gone MAD! Their Fake reporting creates anger and disunity. Take two weeks off and come back rested. Chill!"
1.08484E+18,72.23171997,-5.252275467,1,https://t.co/w5X8jqvtiS
1.08488E+18,-17.52619362,31.21868134,5,"Getting ready to go on stage at the #AFBF100 in New Orleans - packed house! I will try and match the great game played yesterday by the New Orleans Saints and their incredible QB, Drew Brees. People here are very excited by the team. Going on stage now! https://t.co/ytZv0HLYun"
1.08494E+18,8.621202469,17.50596237,5,"Spoke w/ President Erdogan of Turkey to advise where we stand on all matters including our last two weeks of success in fighting the remnants of ISIS, and 20 mile safe zone. Also spoke about economic development between the U.S. &amp, Turkey - great potential to substantially expand!"
1.08494E+18,-31.48661423,-38.50082016,8,"For decades, politicians promised to secure the border, fix our trade deals, bring back our factories, get tough on China, move the Embassy to Jerusalem, make NATO pay their fair share, and so much else - only to do NOTHING (or worse)...."
1.08494E+18,-36.61156082,6.297924995,8,"....I am doing exactly what I pledged to do, and what I was elected to do by the citizens of our great Country. Just as I promised, I am fighting for YOU!"
1.08514E+18,7.697075367,-5.289102077,2,The rank and file of the FBI are great people who are disgusted with what they are learning about Lyin’ James Comey and the so-called “leaders” of the FBI. Twelve have been fired or forced to leave. They got caught spying on my campaign and then called it an investigation. Bad!
1.08515E+18,-22.31820488,-28.05713272,8,"Just announced that Veterans unemployment has reached an 18 year low, really good news for our Vets and their families. Will soon be an all time low! Do you think the media will report on this and all of the other great economic news?"
1.08515E+18,7.113045692,37.26968002,8,"Volkswagen will be spending 800 million dollars in Chattanooga, Tennessee. They will be making Electric Cars. Congratulations to Chattanooga and Tennessee on a job well done. A big win!"
1.08515E+18,-12.95998001,-40.90387344,5,"A big new Caravan is heading up to our Southern Border from Honduras. Tell Nancy and Chuck that a drone flying around will not stop them. Only a Wall will work. Only a Wall, or Steel Barrier, will keep our Country safe! Stop playing political games and end the Shutdown!"
1.08516E+18,-24.41763306,-21.97714996,8,"Polls are now showing that people are beginning to understand the Humanitarian Crisis and Crime at the Border. Numbers are going up fast, over 50%. Democrats will soon be known as the Party of Crime. Ridiculous that they don’t want Border Security!"
1.08516E+18,4.236436844,-28.40374565,5,"Great being with the National Champion Clemson Tigers last night at the White House. Because of the Shutdown I served them massive amounts of Fast Food (I paid), over 1000 hamberders etc. Within one hour, it was all gone. Great guys and big eaters!"
1.08517E+18,-49.81881332,-2.237839699,8,Why is Nancy Pelosi getting paid when people who are working are not?
1.08519E+18,20.0139122,62.38896179,7,Congratulations @ClemsonFB! https://t.co/w8viax0OWY
